	gene_human	entrez_id_human	gene_mouse	MGI	MP
24600	TRAV13-2	28670	Trav5d-4	MGI:3704130	
24601	TRAV13-2	28670	Trav5n-4	MGI:3704440	
24602	TRAV17	28666	Trav8-1	MGI:3649608	
24603	TRAV17	28666	Trav8d-1	MGI:3650121	
24604	TRAV17	28666	Trav8d-2	MGI:3647760	
24605	TRAV17	28666	Trav8n-2	MGI:3641705	
24606	TRAV18	28665	Trav12-1	MGI:4440525	
24607	TRAV18	28665	Trav12-2	MGI:5293447	
24608	TRAV18	28665	Trav12-3	MGI:3648633	
24609	TRAV18	28665	Trav12d-1	MGI:3649417	
24610	TRAV18	28665	Trav12d-2	MGI:3642520	
24611	TRAV18	28665	Trav12d-3	MGI:3704434	
24612	TRAV18	28665	Trav12n-1	MGI:3782477	
24613	TRAV18	28665	Trav12n-2	MGI:3644334	
24614	TRAV18	28665	Trav12n-3	MGI:3704131	
24615	TRAV19	28664	Trav16	MGI:3702130	
24616	TRAV19	28664	Trav16d-dv11	MGI:3704436	
24617	TRAV19	28664	Trav16n	MGI:4439761	
24618	TRAV22	28661	Trav13-1	MGI:4439904	
24619	TRAV22	28661	Trav13-2	MGI:3651611	
24620	TRAV22	28661	Trav13-4-dv7	MGI:3702151	
24621	TRAV22	28661	Trav13-5	MGI:3026946	
24622	TRAV22	28661	Trav13d-1	MGI:3652171	
24623	TRAV22	28661	Trav13d-2	MGI:3643151	
24624	TRAV22	28661	Trav13d-3	MGI:5293419	
24625	TRAV22	28661	Trav13d-4	MGI:4440515	
24626	TRAV22	28661	Trav13n-1	MGI:5009926	
24627	TRAV22	28661	Trav13n-2	MGI:3642345	
24628	TRAV22	28661	Trav13n-3	MGI:3645598	
24629	TRAV22	28661	Trav13n-4	MGI:3642678	
24630	TRAV23DV6	28660	Trav14-1	MGI:3646773	
24631	TRAV23DV6	28660	Trav14-2	MGI:3649206	
24632	TRAV23DV6	28660	Trav14-3	MGI:3702149	
24633	TRAV23DV6	28660	Trav14d-2	MGI:3646138	
24634	TRAV23DV6	28660	Trav14d-3-dv8	MGI:3822547	
24635	TRAV23DV6	28660	Trav14n-1	MGI:3642439	
24636	TRAV23DV6	28660	Trav14n-2	MGI:3645258	
24637	TRAV23DV6	28660	Trav14n-3	MGI:3584039	
24638	TRAV26-2	28656	Trav21-dv12	MGI:3652097	
24639	TRAV27	28655	Trav18	MGI:3649382	
24640	TRAV29DV5	28653	Trav19	MGI:3649383	
24641	TRAV30	28652	Trdv1	MGI:3649381	
24642	TRAV34	28648	Trdv1	MGI:3649381	
24643	TRAV38-1	28644	Trdv2-1	MGI:3642826	
24644	TRAV38-1	28644	Trdv2-2	MGI:4819748	
24645	TRAV38-2DV8	28643	Trdv2-1	MGI:3642826	
24646	TRAV38-2DV8	28643	Trdv2-2	MGI:4819748	
24647	TRAV39	28642	Trav23	MGI:5009959	
24648	TRAV4	28689	Trav2	MGI:3642679	
24649	TRAV5	28688	Trav3-1	MGI:3644489	
24650	TRAV5	28688	Trav3-3	MGI:3702145	
24651	TRAV5	28688	Trav3-4	MGI:2684925	
24652	TRAV5	28688	Trav3d-3	MGI:3782469	
24653	TRAV5	28688	Trav3n-3	MGI:3782518	
24654	TRAV8-1	28685	Trav17	MGI:3702128	
24655	TRAV8-1	28685	Trav9-1	MGI:3650356	
24656	TRAV8-1	28685	Trav9-2	MGI:4439903	
24657	TRAV8-1	28685	Trav9-4	MGI:3702135	
24658	TRAV8-1	28685	Trav9d-1	MGI:3650631	
24659	TRAV8-1	28685	Trav9d-2	MGI:3704129	
24660	TRAV8-1	28685	Trav9d-3	MGI:3780142	
24661	TRAV8-1	28685	Trav9d-4	MGI:4889087	
24662	TRAV8-1	28685	Trav9n-2	MGI:3704438	
24663	TRAV8-1	28685	Trav9n-3	MGI:3782511	
24664	TRAV8-1	28685	Trav9n-4	MGI:3583949	
24665	TRAV8-3	28683	Trav17	MGI:3702128	
24666	TRAV8-3	28683	Trav9-1	MGI:3650356	
24667	TRAV8-3	28683	Trav9-2	MGI:4439903	
24668	TRAV8-3	28683	Trav9-4	MGI:3702135	
24669	TRAV8-3	28683	Trav9d-1	MGI:3650631	
24670	TRAV8-3	28683	Trav9d-2	MGI:3704129	
24671	TRAV8-3	28683	Trav9d-3	MGI:3780142	
24672	TRAV8-3	28683	Trav9d-4	MGI:4889087	
24673	TRAV8-3	28683	Trav9n-2	MGI:3704438	
24674	TRAV8-3	28683	Trav9n-3	MGI:3782511	
24675	TRAV8-3	28683	Trav9n-4	MGI:3583949	
24676	TRAV9-1	28678	Trav6-5	MGI:3649609	
24677	TRAV9-1	28678	Trav6d-5	MGI:3649416	
24678	TRAV9-1	28678	Trav6n-5	MGI:3704437	
24679	TRAV9-2	28677	Trav6-1	MGI:3644497	
24680	TRAV9-2	28677	Trav6-2	MGI:3642602	
24681	TRAV9-2	28677	Trav6-3	MGI:3649610	
24682	TRAV9-2	28677	Trav6-4	MGI:3702153	
24683	TRAV9-2	28677	Trav6-6	MGI:4439905	
24684	TRAV9-2	28677	Trav6-7-dv9	MGI:3702143	
24685	TRAV9-2	28677	Trav6d-3	MGI:3650097	
24686	TRAV9-2	28677	Trav6d-4	MGI:2685547	
24687	TRAV9-2	28677	Trav6d-6	MGI:2686066	
24688	TRAV9-2	28677	Trav6d-7	MGI:2686335	
24689	TRAV9-2	28677	Trav6n-6	MGI:3642618	
24690	TRAV9-2	28677	Trav6n-7	MGI:3704441	
24691	TRB	6957	Trbc1	MGI:4439726	
24692	TRB	6957	Trbc2	MGI:4835227	
24693	TRBC1	28639	Trbc1	MGI:4439726	
24694	TRBC1	28639	Trbc2	MGI:4835227	
24695	TRBC2	28638	Trbc1	MGI:4439726	
24696	TRBC2	28638	Trbc2	MGI:4835227	
24697	TRBV10-1	28585	Trbv13-1	MGI:98609	
24698	TRBV10-1	28585	Trbv13-2	MGI:98608	MP:0005387, MP:0005397
24699	TRBV10-1	28585	Trbv13-3	MGI:98607	
24700	TRBV10-2	28584	Trbv13-1	MGI:98609	
24701	TRBV10-2	28584	Trbv13-2	MGI:98608	MP:0005387, MP:0005397
24702	TRBV10-2	28584	Trbv13-3	MGI:98607	
24703	TRBV10-3	28583	Trbv13-1	MGI:98609	
24704	TRBV10-3	28583	Trbv13-2	MGI:98608	MP:0005387, MP:0005397
24705	TRBV10-3	28583	Trbv13-3	MGI:98607	
24706	TRBV11-1	28582	Trbv14	MGI:98587	MP:0005387, MP:0005397
24707	TRBV11-2	28581	Trbv14	MGI:98587	MP:0005387, MP:0005397
24708	TRBV11-3	28580	Trbv14	MGI:98587	MP:0005387, MP:0005397
24709	TRBV12-3	28577	Trbv15	MGI:98586	
24710	TRBV12-4	28576	Trbv15	MGI:98586	
24711	TRBV12-5	28575	Trbv16	MGI:98585	
24712	TRBV13	28574	Trbv12-1	MGI:98602	
24713	TRBV13	28574	Trbv12-2	MGI:98601	
24714	TRBV15	28572	Trbv17	MGI:98610	
24715	TRBV19	28568	Trbv19	MGI:98604	MP:0005376
24716	TRBV2	28620	Trbv3	MGI:98590	
24717	TRBV20-1	28567	Trbv20	MGI:98589	
24718	TRBV20OR9-2	6962	Trbv20	MGI:98589	
24719	TRBV23-1	28564	Trbv23	MGI:98595	
24720	TRBV23-1	28564	Trbv26	MGI:98596	
24721	TRBV28	28559	Trbv29	MGI:98605	
24722	TRBV29-1	28558	Trbv30	MGI:98592	
24723	TRBV30	28557	Trbv31	MGI:98588	
24724	TRBV3-1	28619	Trbv4	MGI:98584	
24725	TRBV4-1	28617	Trbv5	MGI:98583	
24726	TRBV4-2	28616	Trbv5	MGI:98583	
24727	TRBV4-3	28615	Trbv5	MGI:98583	
24728	TRBV5-1	28614	Trbv12-1	MGI:98602	
24729	TRBV5-1	28614	Trbv12-2	MGI:98601	
24730	TRBV5-3	28612	Trbv12-1	MGI:98602	
24731	TRBV5-3	28612	Trbv12-2	MGI:98601	
24732	TRBV5-8	28607	Trbv12-1	MGI:98602	
24733	TRBV5-8	28607	Trbv12-2	MGI:98601	
24734	TRDC	28526	Trdc	MGI:98612	
24735	TRDJ3	28520	Trdj2	MGI:4887422	
24736	TRDMT1	1787	Trdmt1	MGI:1274787	MP:0003631, MP:0005386, MP:0005387, MP:0005391, MP:0005397
24737	TRDN	10345	Trdn	MGI:1924007	MP:0005369, MP:0005386
24738	TRDV1	28518	Trav15-1-dv6-1	MGI:4439369	
24739	TRDV1	28518	Trav15-2-dv6-2	MGI:3702147	
24740	TRDV1	28518	Trav15d-1-dv6d-1	MGI:3651288	
24741	TRDV1	28518	Trav15d-2-dv6d-2	MGI:3800299	
24742	TRDV1	28518	Trav15n-1	MGI:4439864	
24743	TRDV1	28518	Trav15n-2	MGI:3649172	
24744	TRDV2	28517	Trdv4	MGI:4887419	
24745	TRDV3	28516	Trdv5	MGI:3704133	
24746	TREH	11181	Treh	MGI:1926230	MP:0005376, MP:0005381, MP:0005387, MP:0005397
24747	TREM1	54210	Trem1	MGI:1930005	MP:0002006, MP:0005376, MP:0005387, MP:0005397
24748	TREM2	54209	Trem2	MGI:1913150	MP:0003631, MP:0005376, MP:0005384, MP:0005385, MP:0005387, MP:0005397
24749	TREML1	340205	Treml1	MGI:1918576	MP:0005376, MP:0005385, MP:0005387, MP:0005397, MP:0010771
24750	TREML2	79865	Treml2	MGI:2147038	
24751	TREML4	285852	Treml4	MGI:1923239	
24752	TRERF1	55809	Trerf1	MGI:2442086	
24753	TREX1	11277	Trex1	MGI:1328317	MP:0005367, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005384, MP:0005385, MP:0005387, MP:0005388, MP:0005389, MP:0005391, MP:0005397, MP:0010768, MP:0010771
24754	TREX2	11219	Trex2	MGI:1346343	MP:0002006, MP:0005376, MP:0005384, MP:0010771
24755	TRGC1	6966	Trgc1	MGI:98625	
24756	TRGC1	6966	Trgc2	MGI:98626	
24757	TRGC1	6966	Trgc3	MGI:98627	
24758	TRGC1	6966	Trgc4	MGI:98628	
24759	TRGC2	6967	Trgc1	MGI:98625	
24760	TRGC2	6967	Trgc2	MGI:98626	
24761	TRGC2	6967	Trgc3	MGI:98627	
24762	TRGC2	6967	Trgc4	MGI:98628	
24763	TRGV1	6973	Trgv7	MGI:98637	
24764	TRGV10	6984	Trgv1	MGI:98631	
24765	TRGV10	6984	Trgv2	MGI:98632	
24766	TRGV10	6984	Trgv3	MGI:98633	
24767	TRGV11	6985	Trgv1	MGI:98631	
24768	TRGV11	6985	Trgv2	MGI:98632	
24769	TRGV11	6985	Trgv3	MGI:98633	
24770	TRGV2	6974	Trgv7	MGI:98637	
24771	TRGV3	6976	Trgv7	MGI:98637	
24772	TRGV4	6977	Trgv7	MGI:98637	
24773	TRGV5	6978	Trgv7	MGI:98637	
24774	TRGV8	6982	Trgv7	MGI:98637	
24775	TRH	7200	Trh	MGI:98823	MP:0003631, MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005385, MP:0005386, MP:0005390
24776	TRHDE	29953	Trhde	MGI:2384311	
24777	TRHR	7201	Trhr	MGI:98824	MP:0005376, MP:0005378, MP:0005379, MP:0005386
24778	TRIAP1	51499	Triap1	MGI:1916326	
24779	TRIB1	10221	Trib1	MGI:2443397	MP:0005370, MP:0005375, MP:0005376, MP:0005378, MP:0005380, MP:0005386, MP:0005387, MP:0005390, MP:0005397, MP:0010768, MP:0010771
24780	TRIB2	28951	Trib2	MGI:2145021	MP:0005386, MP:0005387, MP:0005391, MP:0005397, MP:0010768
24781	TRIB3	57761	Trib3	MGI:1345675	MP:0005379, MP:0005384, MP:0005387, MP:0005397
24782	TRIL	9865	Tril	MGI:1914123	MP:0005387
24783	TRIM10	10107	Trim10	MGI:1338757	MP:0005376, MP:0005385
24784	TRIM11	81559	Trim11	MGI:2137355	
24785	TRIM13	10206	Trim13	MGI:1913847	MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005387, MP:0005389, MP:0005391, MP:0005397, MP:0010768, MP:0010771
24786	TRIM14	9830	Trim14	MGI:1921985	MP:0005386, MP:0005387, MP:0010768
24787	TRIM15	89870	Trim15	MGI:1916347	MP:0005386
24788	TRIM16	10626	Trim16	MGI:2137356	MP:0002006, MP:0005376, MP:0005390, MP:0005397, MP:0010771
24789	TRIM16L	147166	Trim16	MGI:2137356	MP:0002006, MP:0005376, MP:0005390, MP:0005397, MP:0010771
24790	TRIM17	51127	Trim17	MGI:1861440	MP:0005390
24791	TRIM2	23321	Trim2	MGI:1933163	MP:0003631, MP:0005386, MP:0005391
24792	TRIM21	6737	Trim21	MGI:106657	MP:0005367, MP:0005376, MP:0005378, MP:0005387, MP:0005397, MP:0010768, MP:0010771
24793	TRIM23	373	Trim23	MGI:1933161	
24794	TRIM24	8805	Trim24	MGI:109275	MP:0002006, MP:0005370, MP:0005376, MP:0005384
24795	TRIM25	7706	Trim25	MGI:102749	MP:0005376, MP:0005387, MP:0005389, MP:0010768
24796	TRIM26	7726	Trim26	MGI:1337056	
24797	TRIM27	5987	Trim27	MGI:97904	MP:0002006, MP:0005370, MP:0005376, MP:0005384, MP:0005387, MP:0005397, MP:0010768
24798	TRIM28	10155	Trim28	MGI:109274	MP:0003631, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005384, MP:0005385, MP:0005389, MP:0010768
24799	TRIM29	23650	Trim29	MGI:1919419	MP:0005375, MP:0005378, MP:0005386
24800	TRIM3	10612	Trim3	MGI:1860040	MP:0003631, MP:0005386, MP:0005391
24801	TRIM31	11074	Trim31	MGI:2385051	MP:0005376, MP:0005378, MP:0005381, MP:0005385, MP:0005387, MP:0005391, MP:0005397
24802	TRIM32	22954	Trim32	MGI:1917057	MP:0003631, MP:0005369, MP:0005376, MP:0005378, MP:0005386, MP:0005389
24803	TRIM33	51592	Trim33	MGI:2137357	MP:0003631, MP:0005378, MP:0005380, MP:0005387, MP:0005391, MP:0010768
24804	TRIM34	53840	Trim34a	MGI:2137359	
24805	TRIM34	53840	Trim34b	MGI:4821264	
24806	TRIM35	23087	Trim35	MGI:1914104	MP:0005375, MP:0005376, MP:0005377, MP:0005386, MP:0005387, MP:0005397, MP:0010768
24807	TRIM36	55521	Trim36	MGI:106264	MP:0005384, MP:0005389
24808	TRIM37	4591	Trim37	MGI:2153072	MP:0002006, MP:0003631, MP:0005369, MP:0005370, MP:0005376, MP:0005378, MP:0005379, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005389, MP:0005390, MP:0005397, MP:0010768
24809	TRIM38	10475	Trim38	MGI:2684869	MP:0005376, MP:0005387, MP:0010768
24810	TRIM39	56658	Trim39	MGI:1890659	MP:0003631, MP:0005376, MP:0005377, MP:0005385, MP:0005386, MP:0005387, MP:0005391, MP:0005397, MP:0010771
24811	TRIM40	135644	Trim40	MGI:2684881	MP:0005384, MP:0005387, MP:0005397, MP:0010768
24812	TRIM41	90933	Trim41	MGI:2384814	
24813	TRIM42	287015	Trim42	MGI:1926161	
24814	TRIM43	129868	Trim43a	MGI:3645218	
24815	TRIM43	129868	Trim43b	MGI:3648996	
24816	TRIM43	129868	Trim43c	MGI:3647365	
24817	TRIM43B	653192	Trim43a	MGI:3645218	
24818	TRIM43B	653192	Trim43b	MGI:3648996	
24819	TRIM43B	653192	Trim43c	MGI:3647365	
24820	TRIM44	54765	Trim44	MGI:1931835	
24821	TRIM45	80263	Trim45	MGI:1918187	MP:0003631, MP:0005376, MP:0005380, MP:0005385, MP:0005387, MP:0005390, MP:0005391, MP:0010768, MP:0010771
24822	TRIM46	80128	Trim46	MGI:2673000	MP:0005386, MP:0005387, MP:0005390, MP:0005397
24823	TRIM47	91107	Trim47	MGI:1917374	MP:0005386
24824	TRIM49	57093	Trim43a	MGI:3645218	
24825	TRIM49	57093	Trim43b	MGI:3648996	
24826	TRIM49	57093	Trim43c	MGI:3647365	
24827	TRIM49B	283116	Trim43a	MGI:3645218	
24828	TRIM49B	283116	Trim43b	MGI:3648996	
24829	TRIM49B	283116	Trim43c	MGI:3647365	
24830	TRIM49C	642612	Trim43a	MGI:3645218	
24831	TRIM49C	642612	Trim43b	MGI:3648996	
24832	TRIM49C	642612	Trim43c	MGI:3647365	
24833	TRIM49D1	399939	Trim43a	MGI:3645218	
24834	TRIM49D1	399939	Trim43b	MGI:3648996	
24835	TRIM49D1	399939	Trim43c	MGI:3647365	
24836	TRIM49D2	729384	Trim43a	MGI:3645218	
24837	TRIM49D2	729384	Trim43b	MGI:3648996	
24838	TRIM49D2	729384	Trim43c	MGI:3647365	
24839	TRIM5	85363	Trim12a	MGI:1923931	
24840	TRIM5	85363	Trim12c	MGI:4821183	
24841	TRIM5	85363	Trim30a	MGI:98178	MP:0005384, MP:0005387, MP:0005397
24842	TRIM5	85363	Trim30b	MGI:4821256	MP:0005371, MP:0005390
24843	TRIM5	85363	Trim30c	MGI:4821257	
24844	TRIM5	85363	Trim30d	MGI:3035181	
24845	TRIM5	85363	Trim5	MGI:3646853	
24846	TRIM50	135892	Trim50	MGI:2664992	MP:0005379, MP:0005381, MP:0005387, MP:0005397
24847	TRIM51	84767	Trim43a	MGI:3645218	
24848	TRIM51	84767	Trim43b	MGI:3648996	
24849	TRIM51	84767	Trim43c	MGI:3647365	
24850	TRIM51G	120824	Trim43a	MGI:3645218	
24851	TRIM51G	120824	Trim43b	MGI:3648996	
24852	TRIM51G	120824	Trim43c	MGI:3647365	
24853	TRIM52	84851	Trim52	MGI:3045276	
24854	TRIM54	57159	Trim54	MGI:1889623	MP:0005369, MP:0005378, MP:0005384, MP:0005385, MP:0005386, MP:0010768
24855	TRIM55	84675	Trim55	MGI:3036269	MP:0005369, MP:0005371, MP:0005376, MP:0005378, MP:0005385, MP:0005387
24856	TRIM56	81844	Trim56	MGI:2685298	MP:0005376, MP:0005378, MP:0005386, MP:0005387, MP:0005397
24857	TRIM58	25893	Trim58	MGI:2684862	MP:0005367, MP:0005378, MP:0005381, MP:0005387, MP:0005397, MP:0010771
24858	TRIM59	286827	Trim59	MGI:1914199	MP:0003631, MP:0005378, MP:0005380, MP:0005389, MP:0005391, MP:0010768
24859	TRIM6	117854	Trim6	MGI:2137352	MP:0005387
24860	TRIM60	166655	Trim60	MGI:2387430	
24861	TRIM61	391712	Trim61	MGI:2387432	MP:0005367, MP:0005370, MP:0005371, MP:0005390
24862	TRIM62	55223	Trim62	MGI:1914775	MP:0002006, MP:0005370, MP:0005379, MP:0005388, MP:0010771
24863	TRIM63	84676	Trim63	MGI:2447992	MP:0005369, MP:0005371, MP:0005378, MP:0005385
24864	TRIM64	120146	Trim43a	MGI:3645218	
24865	TRIM64	120146	Trim43b	MGI:3648996	
24866	TRIM64	120146	Trim43c	MGI:3647365	
24867	TRIM64B	642446	Trim43a	MGI:3645218	
24868	TRIM64B	642446	Trim43b	MGI:3648996	
24869	TRIM64B	642446	Trim43c	MGI:3647365	
24870	TRIM64C	646754	Trim43a	MGI:3645218	
24871	TRIM64C	646754	Trim43b	MGI:3648996	
24872	TRIM64C	646754	Trim43c	MGI:3647365	
24873	TRIM65	201292	Trim65	MGI:2442815	MP:0005376, MP:0005387, MP:0010768
24874	TRIM66	9866	Trim66	MGI:2152406	MP:0005375, MP:0005378, MP:0005386, MP:0005397
24875	TRIM67	440730	Trim67	MGI:3045323	MP:0003631, MP:0005386
24876	TRIM68	55128	Trim68	MGI:2142077	
24877	TRIM69	140691	Trim69	MGI:1918178	MP:0005377
24878	TRIM6-TRIM34	445372	Trim34a	MGI:2137359	
24879	TRIM6-TRIM34	445372	Trim34b	MGI:4821264	
24880	TRIM7	81786	Trim7	MGI:2137353	MP:0005387
24881	TRIM71	131405	Trim71	MGI:2685973	MP:0003631, MP:0005378, MP:0005380, MP:0005381, MP:0005382, MP:0005385, MP:0005388, MP:0010768, MP:0010771
24882	TRIM72	493829	Trim72	MGI:3612190	MP:0005369, MP:0005386
24883	TRIM73	375593	Trim50	MGI:2664992	MP:0005379, MP:0005381, MP:0005387, MP:0005397
24884	TRIM74	378108	Trim50	MGI:2664992	MP:0005379, MP:0005381, MP:0005387, MP:0005397
24885	TRIM75	391714	Trim75	MGI:2685640	
24886	TRIM77	390231	Trim43a	MGI:3645218	
24887	TRIM77	390231	Trim43b	MGI:3648996	
24888	TRIM77	390231	Trim43c	MGI:3647365	
24889	TRIM8	81603	Trim8	MGI:1933302	MP:0005376, MP:0005378, MP:0005387, MP:0005397, MP:0010768
24890	TRIM80P	106480328	Trim80	MGI:3588186	
24891	TRIM9	114088	Trim9	MGI:2137354	MP:0003631, MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005387, MP:0005388, MP:0005389, MP:0005390, MP:0005397
24892	TRIML1	339976	Triml1	MGI:2687279	
24893	TRIML2	205860	Triml2	MGI:3642989	
24894	TRIO	7204	Trio	MGI:1927230	MP:0003631, MP:0005369, MP:0005376, MP:0005378, MP:0005384, MP:0005386, MP:0005387, MP:0005397, MP:0010768
24895	TRIOBP	11078	Triobp	MGI:1349410	MP:0003631, MP:0005376, MP:0005377, MP:0005386, MP:0010768
24896	TRIP10	9322	Trip10	MGI:2146901	MP:0005375, MP:0005376, MP:0005384, MP:0005387, MP:0005397
24897	TRIP11	9321	Trip11	MGI:1924393	MP:0003631, MP:0005371, MP:0005376, MP:0005378, MP:0005382, MP:0005384, MP:0005385, MP:0005386, MP:0005388, MP:0005390, MP:0010768
24898	TRIP12	9320	Trip12	MGI:1309481	MP:0005378, MP:0005380, MP:0005384, MP:0010768
24899	TRIP13	9319	Trip13	MGI:1916966	MP:0001186, MP:0005371, MP:0005375, MP:0005376, MP:0005378, MP:0005379, MP:0005384, MP:0005385, MP:0005386, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768, MP:0010771
24900	TRIP4	9325	Trip4	MGI:1928469	MP:0010768
24901	TRIP6	7205	Trip6	MGI:1343458	MP:0003631, MP:0005376, MP:0005378, MP:0005382, MP:0005384, MP:0005387, MP:0005390, MP:0005397
24902	TRIQK	286144	Triqk	MGI:3650048	
24903	TRIR	79002	Trir	MGI:1922833	
24904	TRIT1	54802	Trit1	MGI:1914216	MP:0010768
24905	TRMO	51531	Trmo	MGI:1922003	MP:0005376, MP:0005386
24906	TRMT1	55621	Trmt1	MGI:1289155	MP:0005367, MP:0005370, MP:0005376, MP:0005385, MP:0005391, MP:0005397, MP:0010768
24907	TRMT10A	93587	Trmt10a	MGI:1920421	MP:0005376, MP:0005378, MP:0005390, MP:0005391
24908	TRMT10B	158234	Trmt10b	MGI:1917184	MP:0005376, MP:0005386, MP:0010771
24909	TRMT10C	54931	Trmt10c	MGI:1196261	
24910	TRMT11	60487	Trmt11	MGI:1920931	
24911	TRMT112	51504	Trmt112	MGI:1914924	
24912	TRMT12	55039	Trmt12	MGI:1915510	
24913	TRMT13	54482	Trmt13	MGI:1925219	
24914	TRMT1L	81627	Trmt1l	MGI:1916185	MP:0005386
24915	TRMT2A	27037	Trmt2a	MGI:96270	MP:0005387, MP:0005397
24916	TRMT2B	79979	Trmt2b	MGI:2442530	MP:0005386
24917	TRMT44	152992	Trmt44	MGI:1926140	
24918	TRMT5	57570	Trmt5	MGI:1923607	MP:0010768
24919	TRMT6	51605	Trmt6	MGI:1914176	
24920	TRMT61A	115708	Trmt61a	MGI:2443487	
24921	TRMT9B	57604	Trmt9b	MGI:2442328	MP:0005391
24922	TRMU	55687	Trmu	MGI:1919276	MP:0005370, MP:0005376, MP:0005384, MP:0005385, MP:0005387, MP:0010768
24923	TRNA	4553	mt-Ta	MGI:102491	
24924	TRNAU1AP	54952	Trnau1ap	MGI:1919037	MP:0005386, MP:0010768
24925	TRNC	4511	mt-Tc	MGI:102490	
24926	TRND	4555	mt-Td	MGI:102489	
24927	TRNE	4556	mt-Te	MGI:102488	
24928	TRNF	4558	mt-Tf	MGI:102487	
24929	TRNG	4563	mt-Tg	MGI:102486	
24930	TRNH	4564	mt-Th	MGI:102485	
24931	TRNI	4565	mt-Ti	MGI:102484	
24932	TRNK	4566	mt-Tk	MGI:102483	MP:0005369, MP:0005378, MP:0005384, MP:0005389
24933	TRNL1	4567	mt-Tl1	MGI:102482	
24934	TRNL2	4568	mt-Tl2	MGI:102481	
24935	TRNM	4569	mt-Tm	MGI:102480	
24936	TRNN	4570	mt-Tn	MGI:102479	
24937	TRNP	4571	mt-Tp	MGI:102478	
24938	TRNP1	388610	Trnp1	MGI:1916789	
24939	TRNQ	4572	mt-Tq	MGI:102477	
24940	TRNR	4573	mt-Tr	MGI:102476	
24941	TRNS1	4574	mt-Ts1	MGI:102475	
24942	TRNS2	4575	mt-Ts2	MGI:102474	
24943	TRNT	4576	mt-Tt	MGI:102473	
24944	TRNT1	51095	Trnt1	MGI:1917297	MP:0005376, MP:0005378, MP:0005397
24945	TRNV	4577	mt-Tv	MGI:102472	
24946	TRNW	4578	mt-Tw	MGI:102471	
24947	TRNY	4579	mt-Ty	MGI:102470	
24948	TRO	7216	Tro	MGI:1928994	MP:0010768
24949	TROAP	10024	Troap	MGI:1925983	
24950	TRPA1	8989	Trpa1	MGI:3522699	MP:0003631, MP:0005375, MP:0005376, MP:0005377, MP:0005378, MP:0005386, MP:0005387, MP:0005388, MP:0005391, MP:0005394
24951	TRPC1	7220	Trpc1	MGI:109528	MP:0003631, MP:0005376, MP:0005378, MP:0005379, MP:0005381, MP:0005386, MP:0005387, MP:0005397
24952	TRPC2	7221	Trpc2	MGI:109527	MP:0003631, MP:0005376, MP:0005378, MP:0005382, MP:0005386, MP:0005388, MP:0005397
24953	TRPC3	7222	Trpc3	MGI:109526	MP:0003631, MP:0005378, MP:0005386, MP:0005391, MP:0010768
24954	TRPC4	7223	Trpc4	MGI:109525	MP:0003631, MP:0005369, MP:0005385, MP:0005386
24955	TRPC4AP	26133	Trpc4ap	MGI:1930751	MP:0005370, MP:0005376, MP:0005378, MP:0005386, MP:0010771
24956	TRPC5	7224	Trpc5	MGI:109524	MP:0003631, MP:0005376, MP:0005384, MP:0005386, MP:0005389
24957	TRPC5OS	100329135	Trpc5os	MGI:3641805	
24958	TRPC6	7225	Trpc6	MGI:109523	MP:0005367, MP:0005369, MP:0005376, MP:0005385, MP:0005386, MP:0005391
24959	TRPC7	57113	Trpc7	MGI:1349470	MP:0005391
24960	TRPM1	4308	Trpm1	MGI:1330305	MP:0003631, MP:0005376, MP:0005386, MP:0005391
24961	TRPM2	7226	Trpm2	MGI:1351901	MP:0003631, MP:0005369, MP:0005370, MP:0005376, MP:0005384, MP:0005385, MP:0005386, MP:0005387, MP:0005397, MP:0010768
24962	TRPM3	80036	Trpm3	MGI:2443101	MP:0001186, MP:0003631, MP:0005377, MP:0005386, MP:0005391
24963	TRPM4	54795	Trpm4	MGI:1915917	MP:0005376, MP:0005385, MP:0005387, MP:0005397
24964	TRPM5	29850	Trpm5	MGI:1861718	MP:0005394
24965	TRPM6	140803	Trpm6	MGI:2675603	MP:0003631, MP:0005376, MP:0005378, MP:0005380, MP:0005382, MP:0005386, MP:0005389, MP:0005390, MP:0005391, MP:0005397, MP:0010768
24966	TRPM7	54822	Trpm7	MGI:1929996	MP:0001186, MP:0003631, MP:0005367, MP:0005376, MP:0005378, MP:0005379, MP:0005380, MP:0005381, MP:0005384, MP:0005386, MP:0005387, MP:0005391, MP:0005397, MP:0010768, MP:0010771
24967	TRPM8	79054	Trpm8	MGI:2181435	MP:0003631, MP:0005386
24968	TRPS1	7227	Trps1	MGI:1927616	MP:0005367, MP:0005376, MP:0005378, MP:0005381, MP:0005382, MP:0005386, MP:0005388, MP:0005390, MP:0010768, MP:0010771
24969	TRPT1	83707	Trpt1	MGI:1333115	
